"Institute","InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum","empty","Year"
"Aurora University","Total","286","150","10","7","84","28","761","307","2","1","2,269","1,065","66","48","3","5","225","106","3,706","1,717","0","5,423","4","","2015"
"Bexley Hall Seabury Western Theological Seminary Federation","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2015"
"Bexley Hall Seabury Western Theological Seminary Federation","Graduate","2","3","0","0","1","0","0","1","0","0","18","27","0","0","0","0","0","0","21","31","0","52","2","","2015"
"Bexley Hall Seabury Western Theological Seminary Federation","Total","2","3","0","0","1","0","0","1","0","0","18","27","0","0","0","0","0","0","21","31","0","52","4","","2015"
"Blackburn College","Undergraduate","37","38","1","0","2","2","4","6","1","1","257","209","10","5","0","0","6","7","318","268","0","586","1","","2015"
"Blackburn College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2015"
"Blackburn College","Total","37","38","1","0","2","2","4","6","1","1","257","209","10","5","0","0","6","7","318","268","0","586","4","","2015"
"Blessing-Rieman College of Nursing","Undergraduate","12","0","0","0","3","1","2","0","0","0","186","29","0","0","0","0","0","0","203","30","0","233","1","","2015"
"Blessing-Rieman College of Nursing","Graduate","0","0","0","0","0","0","0","0","0","0","16","1","0","0","0","0","0","0","16","1","0","17","2","","2015"
"Blessing-Rieman College of Nursing","Total","12","0","0","0","3","1","2","0","0","0","202","30","0","0","0","0","0","0","219","31","0","250","4","","2015"
"Bradley University","Undergraduate","125","82","6","3","69","63","152","110","3","1","1,384","1,462","30","35","13","35","478","388","2,260","2,179","0","4,439","1","","2015"
"Bradley University","Graduate","2","3","0","0","5","5","1","4","0","0","157","85","3","1","140","329","124","40","432","467","0","899","2","","2015"
"Bradley University","Total","127","85","6","3","74","68","153","114","3","1","1,541","1,547","33","36","153","364","602","428","2,692","2,646","0","5,338","4","","2015"
"Catholic Theological Union","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2015"
"Catholic Theological Union","Graduate","9","3","0","1","1","28","19","29","1","0","54","65","0","1","26","71","21","28","131","226","0","357","2","","2015"
"Catholic Theological Union","Total","9","3","0","1","1","28","19","29","1","0","54","65","0","1","26","71","21","28","131","226","0","357","4","","2015"
"Center for Psychoanalytic Study","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2015"
"Center for Psychoanalytic Study","Graduate","0","1","0","0","1","1","0","0","0","0","2","1","0","0","0","0","0","0","3","3","0","6","2","","2015"
"Center for Psychoanalytic Study","Total","0","1","0","0","1","1","0","0","0","0","2","1","0","0","0","0","0","0","3","3","0","6","4","","2015"
"Chicago ORT Technical Institute","Undergraduate","0","0","0","0","1","1","0","0","0","0","8","3","1","1","0","0","1","0","11","5","0","16","1","","2015"
"Chicago ORT Technical Institute","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2015"
"Chicago ORT Technical Institute","Total","0","0","0","0","1","1","0","0","0","0","8","3","1","1","0","0","1","0","11","5","0","16","4","","2015"
"Chicago Theological Seminary","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2015"
"Chicago Theological Seminary","Graduate","41","30","0","0","2","4","8","5","0","0","69","49","5","6","4","21","4","3","133","118","0","251","2","","2015"
"Chicago Theological Seminary","Total","41","30","0","0","2","4","8","5","0","0","69","49","5","6","4","21","4","3","133","118","0","251","4","","2015"
"Columbia College Chicago","Undergraduate","768","532","13","11","154","131","564","414","6","2","2,665","2,056","258","143","168","123","383","217","4,979","3,629","0","8,608","1","","2015"
"Columbia College Chicago","Graduate","35","17","0","1","8","2","14","13","0","0","130","69","6","1","33","14","4","6","230","123","0","353","2","","2015"
"Columbia College Chicago","Total","803","549","13","12","162","133","578","427","6","2","2,795","2,125","264","144","201","137","387","223","5,209","3,752","0","8,961","4","","2015"
"Concordia University Chicago","Undergraduate","98","90","2","1","29","15","237","133","1","2","443","338","23","13","4","9","36","35","873","636","0","1,509","1","","2015"
"Concordia University Chicago","Graduate","522","150","3","2","51","16","251","105","3","3","1,674","745","43","19","67","58","12","5","2,626","1,103","0","3,729","2","","2015"
"Concordia University Chicago","Total","620","240","5","3","80","31","488","238","4","5","2,117","1,083","66","32","71","67","48","40","3,499","1,739","0","5,238","4","","2015"
"DePaul University","Undergraduate","782","515","7","4","611","705","1,598","1,229","13","9","4,530","4,173","335","257","224","318","292","359","8,392","7,569","0","15,961","1","","2015"
"DePaul University","Graduate","522","284","7","2","271","281","350","279","2","3","1,859","1,853","104","59","564","471","346","321","4,025","3,553","0","7,578","2","","2015"
"DePaul University","Total","1,304","799","14","6","882","986","1,948","1,508","15","12","6,389","6,026","439","316","788","789","638","680","12,417","11,122","0","23,539","4","","2015"
"Dominican University","Undergraduate","114","37","1","1","40","23","717","355","5","0","572","287","12","4","13","51","27","13","1,501","771","0","2,272","1","","2015"
"Dominican University","Graduate","160","25","3","0","33","11","113","36","3","2","606","185","8","2","16","10","172","39","1,114","310","0","1,424","2","","2015"
"Dominican University","Total","274","62","4","1","73","34","830","391","8","2","1,178","472","20","6","29","61","199","52","2,615","1,081","0","3,696","4","","2015"
"East-West University","Undergraduate","160","147","2","2","37","70","52","50","0","0","8","5","7","3","2","2","1","4","269","283","0","552","1","","2015"
"East-West University","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2015"
"East-West University","Total","160","147","2","2","37","70","52","50","0","0","8","5","7","3","2","2","1","4","269","283","0","552","4","","2015"
"Elmhurst College","Undergraduate","76","67","1","0","108","52","275","197","1","3","1,153","752","56","36","2","2","25","34","1,697","1,143","0","2,840","1","","2015"
"Elmhurst College","Graduate","18","8","0","0","16","11","32","10","0","1","220","113","3","3","4","5","9","5","302","156","0","458","2","","2015"
"Elmhurst College","Total","94","75","1","0","124","63","307","207","1","4","1,373","865","59","39","6","7","34","39","1,999","1,299","0","3,298","4","","2015"
"Erikson Institute","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2015"
"Erikson Institute","Graduate","45","3","2","0","5","1","43","1","0","0","119","6","4","0","5","0","7","1","230","12","0","242","2","","2015"
"Erikson Institute","Total","45","3","2","0","5","1","43","1","0","0","119","6","4","0","5","0","7","1","230","12","0","242","4","","2015"
"Eureka College","Undergraduate","13","19","1","1","4","1","13","5","2","1","316","269","16","11","3","3","11","6","379","316","0","695","1","","2015"
"Eureka College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2015"
"Eureka College","Total","13","19","1","1","4","1","13","5","2","1","316","269","16","11","3","3","11","6","379","316","0","695","4","","2015"
"Garrett - Evangelical Theological Seminary","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2015"
"Garrett - Evangelical Theological Seminary","Graduate","42","25","0","1","9","14","5","6","0","0","107","78","1","2","15","27","2","3","181","156","0","337","2","","2015"
"Garrett - Evangelical Theological Seminary","Total","42","25","0","1","9","14","5","6","0","0","107","78","1","2","15","27","2","3","181","156","0","337","4","","2015"
"Greenville University","Undergraduate","44","60","3","4","4","6","20","41","0","1","372","291","2","2","13","27","82","105","540","537","0","1,077","1","","2015"
"Greenville University","Graduate","11","10","2","0","1","0","3","3","0","0","95","60","0","1","0","1","41","16","153","91","0","244","2","","2015"
"Greenville University","Total","55","70","5","4","5","6","23","44","0","1","467","351","2","3","13","28","123","121","693","628","0","1,321","4","","2015"
"Hebrew Theological College","Undergraduate","0","0","0","0","0","0","0","0","0","0","428","61","0","1","0","0","29","5","457","67","0","524","1","","2015"
"Hebrew Theological College","Graduate","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","3","2","","2015"
"Hebrew Theological College","Total","0","0","0","0","0","0","0","0","0","0","428","64","0","1","0","0","29","5","457","70","0","527","4","","2015"
"Illinois College","Undergraduate","60","54","1","1","5","5","47","50","0","1","341","309","16","19","21","14","2","6","493","459","0","952","1","","2015"
"Illinois College","Graduate","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","0","3","2","","2015"
"Illinois College","Total","60","54","1","1","5","5","47","50","0","1","344","309","16","19","21","14","2","6","496","459","0","955","4","","2015"
"Illinois College of Optometry","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2015"
"Illinois College of Optometry","Graduate","6","1","0","0","149","33","9","10","1","0","219","85","7","5","81","41","0","0","472","175","0","647","2","","2015"
"Illinois College of Optometry","Total","6","1","0","0","149","33","9","10","1","0","219","85","7","5","81","41","0","0","472","175","0","647","4","","2015"
"Illinois Institute of Technology","Undergraduate","52","122","2","8","108","277","140","316","4","0","247","708","16","37","268","506","56","122","893","2,096","0","2,989","1","","2015"
"Illinois Institute of Technology","Graduate","58","54","0","1","56","78","93","87","1","1","386","528","18","33","1,055","2,073","103","176","1,770","3,031","0","4,801","2","","2015"
"Illinois Institute of Technology","Total","110","176","2","9","164","355","233","403","5","1","633","1,236","34","70","1,323","2,579","159","298","2,663","5,127","0","7,790","4","","2015"
"Illinois Wesleyan University","Undergraduate","44","30","1","0","44","34","75","48","1","0","716","592","28","21","95","75","23","15","1,027","815","0","1,842","1","","2015"
"Illinois Wesleyan University","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2015"
"Illinois Wesleyan University","Total","44","30","1","0","44","34","75","48","1","0","716","592","28","21","95","75","23","15","1,027","815","0","1,842","4","","2015"
"Institute for Clinical Social Work","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2015"
"Institute for Clinical Social Work","Graduate","16","1","3","0","1","0","7","1","2","0","69","15","1","0","0","0","0","0","99","17","0","116","2","","2015"
"Institute for Clinical Social Work","Total","16","1","3","0","1","0","7","1","2","0","69","15","1","0","0","0","0","0","99","17","0","116","4","","2015"
"Judson University","Undergraduate","63","26","0","1","16","9","114","72","1","3","364","276","9","5","20","11","72","48","659","451","0","1,110","1","","2015"
"Judson University","Graduate","13","6","0","0","1","1","8","8","1","0","64","43","1","2","2","2","8","4","98","66","0","164","2","","2015"
"Judson University","Total","76","32","0","1","17","10","122","80","2","3","428","319","10","7","22","13","80","52","757","517","0","1,274","4","","2015"
"Knowledge Systems Institute","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2015"
"Knowledge Systems Institute","Graduate","0","0","0","0","0","0","0","0","1","3","1","2","0","0","95","130","0","0","97","135","0","232","2","","2015"
"Knowledge Systems Institute","Total","0","0","0","0","0","0","0","0","1","3","1","2","0","0","95","130","0","0","97","135","0","232","4","","2015"
"Knox College","Undergraduate","72","39","2","1","52","32","127","63","0","0","421","314","24","16","87","85","42","21","827","571","0","1,398","1","","2015"
"Knox College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2015"
"Knox College","Total","72","39","2","1","52","32","127","63","0","0","421","314","24","16","87","85","42","21","827","571","0","1,398","4","","2015"
"Lake Forest College","Undergraduate","54","50","1","3","50","30","157","104","0","0","516","397","21","28","56","61","29","15","884","688","0","1,572","1","","2015"
"Lake Forest College","Graduate","1","0","0","0","2","0","0","1","0","0","15","9","0","0","0","0","0","0","18","10","0","28","2","","2015"
"Lake Forest College","Total","55","50","1","3","52","30","157","105","0","0","531","406","21","28","56","61","29","15","902","698","0","1,600","4","","2015"
"Lake Forest Graduate School of Mgmt.","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2015"
